,Unnamed: 0,Agent_Age,Agent_Rating,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Category,Distance_km
10101,11009,21,4.5,4,18,18,Fog,Medium,motorcycle,Metropolitian ,Clothing,17.09819699771769
10102,11010,31,4.8,1,22,22,Windy,Low,scooter,Urban ,Kitchen,9.314781588433535
10103,11011,32,5.0,4,18,18,Fog,Medium,motorcycle,Metropolitian ,Outdoors,10.485887497043207
10104,11012,35,4.8,5,12,13,Sunny,High,motorcycle,Metropolitian ,Apparel,6.217860329667253
10105,11013,33,4.6,2,20,21,Fog,Jam,scooter,Urban ,Jewelry,13.786698988713738
10106,11014,38,4.6,2,23,23,Stormy,Low,scooter,Metropolitian ,Jewelry,19.62863136037915
10107,11015,32,4.6,2,20,20,Sandstorms,Jam,motorcycle,Metropolitian ,Pet Supplies,7.563061700786155
10108,11016,23,4.7,4,22,22,Sandstorms,Low,scooter,Urban ,Books,10.569528655031586
10109,11017,36,4.6,3,9,9,Sunny,Low,motorcycle,Metropolitian ,Snacks,1.465203567663234
10110,11018,27,4.5,4,20,20,Windy,Jam,scooter,Metropolitian ,Kitchen,4.657649165910802
10111,11020,24,4.8,1,9,9,Sunny,Low,motorcycle,Urban ,Cosmetics,3.1047859175295125
10112,11021,31,4.2,4,8,8,Sandstorms,Low,motorcycle,Metropolitian ,Skincare,3.1045718665451782
10113,11023,30,4.8,4,12,13,Fog,High,motorcycle,Urban ,Home,6.209476177667662
10114,11024,26,4.6,0,14,15,Windy,High,scooter,Urban ,Shoes,5.95776607270054
10115,11026,37,4.7,4,22,22,Sunny,Low,van,Metropolitian ,Books,19.974363119323215
10116,11027,23,4.8,1,12,13,Cloudy,High,scooter,Metropolitian ,Snacks,5.9529388610561496
10117,11028,32,4.7,1,12,12,Sandstorms,High,motorcycle,Metropolitian ,Cosmetics,6.081204324626466
10118,11029,20,4.9,2,22,23,Windy,Low,motorcycle,Metropolitian ,Pet Supplies,13.68160171925017
10119,11030,25,4.7,5,9,9,Windy,Low,scooter,Metropolitian ,Toys,1.5321262845594088
10120,11032,35,4.4,5,20,20,Fog,Jam,motorcycle,Metropolitian ,Pet Supplies,16.63651695459671
10121,11033,36,4.5,1,20,21,Windy,Jam,scooter,Metropolitian ,Kitchen,4.3953626610863985
10122,11034,27,4.7,1,23,23,Fog,Low,motorcycle,Metropolitian ,Grocery,16.600272418856072
10123,11035,29,4.7,4,11,12,Stormy,High,scooter,Metropolitian ,Outdoors,3.109096155702646
10124,11036,24,4.7,6,18,18,Fog,Medium,motorcycle,Metropolitian ,Skincare,7.6597039787034085
10125,11037,23,4.9,1,20,20,Cloudy,Jam,motorcycle,Metropolitian ,Apparel,7.763196932715944
10126,11038,30,4.8,4,17,18,Stormy,Medium,motorcycle,Metropolitian ,Jewelry,7.772430463816821
10127,11039,20,5.0,5,18,18,Sandstorms,Medium,motorcycle,Metropolitian ,Sports,4.65713301884333
10128,11040,37,4.3,1,13,14,Stormy,High,motorcycle,Urban ,Skincare,6.049919555217586
10129,11041,26,4.5,0,19,19,Sandstorms,Jam,motorcycle,Metropolitian ,Kitchen,16.41264959590889
10130,11042,26,4.6,4,13,13,Stormy,High,van,Metropolitian ,Home,6.2099764507053274
10131,11043,23,4.9,4,8,9,Stormy,Low,scooter,Metropolitian ,Shoes,1.5527615060238593
10132,11044,35,4.6,0,18,18,Sandstorms,Medium,motorcycle,Metropolitian ,Cosmetics,4.471739409979227
10133,11045,21,4.9,1,9,10,Cloudy,Low,scooter,Metropolitian ,Pet Supplies,3.0295354155430836
10134,11046,31,5.0,0,19,19,Sandstorms,Jam,scooter,Metropolitian ,Toys,7.660678233235288
10135,11047,30,4.7,3,17,18,Windy,Medium,scooter,Metropolitian ,Kitchen,9.07462863182012
10136,11048,37,4.2,5,21,21,Cloudy,Jam,motorcycle,Semi-Urban ,Toys,16.60095424935038
10137,11049,33,5.0,2,18,18,Windy,Medium,motorcycle,Metropolitian ,Grocery,13.61128304620412
10138,11050,27,5.0,3,23,23,Sandstorms,Low,motorcycle,Metropolitian ,Electronics,19.61916749330441
10139,11051,31,4.7,3,22,22,Stormy,Low,van,Metropolitian ,Pet Supplies,19.917248415728803
10140,11052,25,4.6,3,19,19,Sandstorms,Jam,scooter,Urban ,Kitchen,16.90249592854745
10141,11053,24,4.8,3,17,17,Sunny,Medium,motorcycle,Metropolitian ,Cosmetics,7.660898979387872
10142,11054,32,4.7,3,9,9,Fog,Low,motorcycle,Urban ,Toys,1.5202938690324594
10143,11055,35,4.5,5,23,23,Stormy,Low,scooter,Metropolitian ,Pet Supplies,7.54626481457244
10144,11056,27,4.8,0,19,19,Cloudy,Jam,scooter,Metropolitian ,Cosmetics,10.642185462082772
10145,11057,23,4.9,2,18,18,Fog,Medium,scooter,Urban ,Shoes,11.936703507445106
10146,11058,30,4.0,6,17,17,Cloudy,Medium,van,Metropolitian ,Grocery,10.709308833621588
10147,11059,26,4.5,6,11,11,Windy,High,motorcycle,Metropolitian ,Books,3.105049191152739
10148,11060,29,4.6,3,17,17,Sunny,Medium,motorcycle,Urban ,Grocery,17.074879617078196
10149,11061,27,4.5,0,19,19,Windy,Jam,scooter,Urban ,Snacks,13.970572124439776
10150,11062,33,4.7,6,22,22,Sunny,Low,motorcycle,Metropolitian ,Shoes,12.420345124240976
10151,11063,27,4.6,6,8,9,Cloudy,Low,motorcycle,Other,Grocery,3.052738741797855
10152,11064,27,5.0,5,22,22,Sunny,Jam,scooter,Metropolitian ,Electronics,20.207797933358158
10153,11065,26,4.9,3,16,16,Sandstorms,Medium,scooter,Metropolitian ,Electronics,6.058870515565882
10154,11066,23,4.8,2,18,18,Sunny,Medium,scooter,Urban ,Sports,10.64228895373868
10155,11068,30,4.2,4,11,12,Cloudy,High,motorcycle,Metropolitian ,Apparel,1.5525876685610625
10156,11069,38,4.5,0,18,18,Sunny,Medium,motorcycle,Metropolitian ,Home,4.657591594952301
10157,11070,31,3.9,2,20,20,Sandstorms,Jam,motorcycle,Metropolitian ,Snacks,17.097972349714006
10158,11071,29,4.8,1,13,13,Sandstorms,High,motorcycle,Metropolitian ,Shoes,5.85987986752675
10159,11072,33,5.0,0,14,15,Fog,High,motorcycle,Urban ,Toys,6.08119089136717
10160,11073,20,5.0,5,21,21,Cloudy,Jam,motorcycle,Metropolitian ,Pet Supplies,13.40589201844524
10161,11074,38,4.7,4,23,23,Cloudy,Low,scooter,Urban ,Snacks,7.46108739309324
10162,11075,27,5.0,3,8,8,Cloudy,Low,motorcycle,Metropolitian ,Grocery,1.536828545242727
10163,11076,21,4.5,6,19,19,Sunny,Jam,motorcycle,Urban ,Jewelry,19.61916749330441
10164,11078,22,4.7,2,8,8,Cloudy,Low,motorcycle,Urban ,Clothing,1.554506332708861
10165,11079,32,3.9,4,20,20,Stormy,Jam,motorcycle,Urban ,Cosmetics,13.989146264477116
10166,11080,26,4.7,6,22,22,Cloudy,Low,motorcycle,Metropolitian ,Pet Supplies,16.721976048741215
10167,11081,30,4.8,4,19,19,Sunny,Jam,scooter,Metropolitian ,Books,12.161517993712033
10168,11082,25,4.8,2,14,14,Stormy,High,scooter,Metropolitian ,Clothing,6.049788909378549
10169,11083,20,4.9,3,20,21,Fog,Jam,scooter,Urban ,Sports,4.469351491411031
10170,11084,28,4.2,5,20,20,Windy,Jam,motorcycle,Metropolitian ,Books,13.969760212954796
10171,11085,22,4.7,5,23,0,Stormy,Low,scooter,Metropolitian ,Cosmetics,10.907140151568118
10172,11086,30,4.6,3,17,18,Stormy,Medium,scooter,Urban ,Jewelry,9.326359385740641
10173,11087,32,4.7,1,9,9,Fog,Low,motorcycle,Metropolitian ,Grocery,3.064398872055142
10174,11088,25,5.0,5,14,14,Cloudy,High,motorcycle,Metropolitian ,Books,6.209476177667662
10175,11089,23,4.6,1,22,22,Stormy,Low,motorcycle,Metropolitian ,Pet Supplies,4.596534542243907
10176,11090,21,5.0,6,9,10,Fog,Low,motorcycle,Urban ,Sports,3.105492716560946
10177,11091,20,4.9,1,22,22,Sunny,Low,motorcycle,Metropolitian ,Outdoors,9.313691518325752
10178,11092,27,4.7,1,22,23,Sunny,Low,motorcycle,Metropolitian ,Jewelry,9.313528459380548
10179,11093,34,4.7,6,8,9,Windy,Low,scooter,Urban ,Outdoors,3.040539883060508
10180,11094,30,4.4,2,19,19,Sandstorms,Jam,scooter,Metropolitian ,Sports,14.022253362357834
10181,11095,21,4.7,1,23,0,Cloudy,Low,motorcycle,Metropolitian ,Snacks,7.790426271963797
10182,11096,27,4.8,3,8,8,Stormy,Low,motorcycle,Metropolitian ,Apparel,2.9795000083819434
10183,11097,24,4.8,2,21,21,Fog,Jam,motorcycle,Urban ,Cosmetics,19.688246931881576
10184,11098,32,3.6,4,23,23,Cloudy,Low,scooter,Metropolitian ,Clothing,13.735861544288484
10185,11099,30,4.6,5,15,15,Cloudy,Medium,scooter,Metropolitian ,Electronics,6.118745338337485
10186,11100,39,4.9,3,17,17,Sandstorms,Medium,van,Urban ,Grocery,19.367701972031078
10187,11101,21,5.0,0,20,20,Cloudy,Jam,motorcycle,Urban ,Sports,17.09799793130139
10188,11102,38,5.0,5,19,19,Fog,Jam,scooter,Metropolitian ,Books,10.427668815941242
10189,11103,24,4.9,4,11,11,Cloudy,High,motorcycle,Metropolitian ,Skincare,1.5522470243420694
10190,11104,31,4.0,1,17,17,Sandstorms,Medium,motorcycle,Metropolitian ,Toys,13.990151177257511
10191,11105,21,4.8,1,22,22,Windy,Low,motorcycle,Metropolitian ,Jewelry,10.641103649666686
10192,11106,29,4.9,6,9,9,Windy,Low,scooter,Urban ,Jewelry,3.1050835221086417
10193,11107,31,4.7,2,23,23,Windy,Low,motorcycle,Metropolitian ,Outdoors,19.976644021152854
10194,11108,35,4.9,0,17,17,Windy,Medium,motorcycle,Metropolitian ,Electronics,13.481328815608286
10195,11110,33,4.8,3,0,0,Stormy,Low,scooter,Metropolitian ,Toys,20.253518127453113
10196,11111,28,4.7,0,16,16,Windy,Medium,motorcycle,Metropolitian ,Outdoors,5.959266895919676
10197,11112,27,4.6,5,13,13,Sunny,High,motorcycle,Metropolitian ,Home,6.036244196933988
10198,11113,22,4.6,0,21,21,Cloudy,Jam,motorcycle,Metropolitian ,Outdoors,7.545174704993206
10199,11114,34,5.0,3,11,11,Sandstorms,High,motorcycle,Metropolitian ,Pet Supplies,1.4883291030438521
10200,11115,37,4.1,5,18,19,Sandstorms,Medium,motorcycle,Urban ,Pet Supplies,4.610405794808594
10201,11116,27,5.0,3,13,13,Windy,High,motorcycle,Metropolitian ,Books,6.04002385691787
10202,11117,29,4.9,4,22,22,Sandstorms,Low,motorcycle,Metropolitian ,Home,13.681416111912892
10203,11118,28,4.8,1,18,18,Sunny,Medium,scooter,Metropolitian ,Pet Supplies,13.762754362295334
10204,11119,35,4.5,2,23,23,Fog,Low,motorcycle,Metropolitian ,Skincare,7.573429885020108
10205,11120,39,4.2,6,11,11,Windy,High,motorcycle,Urban ,Cosmetics,1.5203728379727393
10206,11121,32,5.0,6,18,18,Cloudy,Medium,motorcycle,Metropolitian ,Kitchen,7.600983953739401
10207,11122,38,4.6,0,19,19,Sandstorms,Jam,motorcycle,Urban ,Cosmetics,13.216577965789572
10208,11123,34,4.4,4,18,18,Windy,Medium,motorcycle,Metropolitian ,Home,7.325601106656934
10209,11124,39,4.5,4,21,22,Fog,Jam,motorcycle,Metropolitian ,Home,10.757536302641865
10210,11125,24,4.8,5,9,9,Fog,Low,van,Metropolitian ,Jewelry,3.104463374954771
10211,11126,39,5.0,0,18,18,Fog,Medium,scooter,Metropolitian ,Toys,20.206808074128567
10212,11127,24,5.0,2,18,18,Windy,Medium,motorcycle,Urban ,Sports,10.427225702895106
10213,11128,30,4.8,4,18,18,Windy,Medium,scooter,Other,Snacks,4.610365144357058
10214,11129,24,4.9,0,19,19,Sandstorms,Jam,motorcycle,Metropolitian ,Outdoors,20.831323891911104
10215,11130,34,4.9,6,23,23,Stormy,Low,motorcycle,Metropolitian ,Toys,20.25378851608599
10216,11131,32,4.1,2,21,21,Stormy,Jam,van,Metropolitian ,Apparel,12.463970105023904
10217,11132,32,4.1,5,11,11,Stormy,High,scooter,Metropolitian ,Clothing,3.0189069957366157
10218,11133,25,4.8,6,21,21,Cloudy,Jam,motorcycle,Metropolitian ,Outdoors,10.880651848535559
10219,11134,36,4.6,1,10,10,Sunny,Low,motorcycle,Metropolitian ,Cosmetics,1.509460397835505
10220,11136,25,4.5,4,18,18,Fog,Medium,motorcycle,Metropolitian ,Electronics,10.641407763221139
10221,11138,34,4.8,4,19,20,Cloudy,Jam,scooter,Urban ,Sports,7.325144114150545
10222,11139,35,4.9,4,17,17,Cloudy,Medium,motorcycle,Metropolitian ,Home,10.709003371535417
10223,11140,38,4.8,2,18,18,Fog,Medium,motorcycle,Metropolitian ,Electronics,7.546817179242812
10224,11141,34,5.0,1,21,21,Stormy,Jam,motorcycle,Metropolitian ,Skincare,17.13802247711509
10225,11142,37,4.6,6,17,17,Sunny,Medium,motorcycle,Urban ,Electronics,10.587773645836048
10226,11143,34,4.0,2,21,21,Windy,Jam,motorcycle,Metropolitian ,Sports,7.6470478692714
10227,11144,23,5.0,4,9,9,Sunny,Low,motorcycle,Metropolitian ,Toys,3.0186634483528856
10228,11145,35,4.7,6,22,22,Cloudy,Low,motorcycle,Urban ,Toys,9.157702644261324
10229,11146,37,4.9,3,23,23,Windy,Low,motorcycle,Metropolitian ,Cosmetics,12.420750390870612
10230,11147,31,4.8,3,21,21,Fog,Jam,scooter,Urban ,Apparel,17.074879617078196
10231,11148,23,4.8,5,17,17,Windy,Medium,motorcycle,Metropolitian ,Jewelry,20.182482607604513
10232,11150,39,4.7,4,17,17,Fog,Medium,motorcycle,Urban ,Grocery,10.90598905626876
10233,11151,36,4.8,6,23,0,Cloudy,Low,scooter,Urban ,Grocery,16.659917302375398
10234,11152,30,5.0,3,21,21,Cloudy,Jam,scooter,Metropolitian ,Jewelry,13.583302501334016
10235,11154,31,4.7,4,20,20,Stormy,Jam,motorcycle,Metropolitian ,Sports,4.528225009313327
10236,11155,27,4.7,0,17,17,Sunny,Medium,motorcycle,Metropolitian ,Shoes,13.611585111772158
10237,11156,24,4.6,5,22,22,Sandstorms,Low,motorcycle,Urban ,Skincare,9.179276688028636
10238,11157,25,4.6,6,8,8,Cloudy,Low,scooter,Urban ,Cosmetics,1.5605560162491214
10239,11158,35,4.6,5,11,11,Stormy,High,motorcycle,Urban ,Cosmetics,3.025144329113595
10240,11159,30,4.1,6,18,18,Sandstorms,Medium,motorcycle,Metropolitian ,Skincare,7.601304456856061
10241,11160,37,4.5,2,19,19,Windy,Jam,scooter,Metropolitian ,Kitchen,16.411946865277123
10242,11161,34,4.9,0,23,23,Stormy,Low,motorcycle,Metropolitian ,Toys,4.657619913371798
10243,11162,31,4.8,2,19,19,Stormy,Jam,scooter,Metropolitian ,Grocery,13.7884543583669
10244,11164,36,5.0,3,19,19,Cloudy,Jam,scooter,Metropolitian ,Apparel,13.631440268080546
10245,11167,22,5.0,5,19,19,Fog,Jam,motorcycle,Urban ,Shoes,4.469027394505617
10246,11168,22,5.0,1,19,19,Sandstorms,Medium,scooter,Metropolitian ,Shoes,7.441115400373107
10247,11169,20,5.0,4,18,19,Sunny,Medium,van,Metropolitian ,Toys,13.409462339213027
10248,11170,20,4.5,5,18,18,Windy,Medium,scooter,Metropolitian ,Skincare,13.788947117364545
10249,11171,34,4.9,3,18,18,Fog,Medium,van,Urban ,Apparel,7.803121800165609
10250,11172,33,4.9,3,11,12,Sunny,High,motorcycle,Urban ,Snacks,3.109059104393369
10251,11174,20,4.8,4,14,14,Windy,High,motorcycle,Metropolitian ,Grocery,6.117673772819904
10252,11175,30,4.8,4,18,18,Stormy,Medium,motorcycle,Metropolitian ,Toys,12.103166363270562
10253,11176,30,4.7,0,22,23,Stormy,Low,motorcycle,Metropolitian ,Grocery,19.361976407426397
10254,11177,39,4.7,5,18,19,Windy,Medium,motorcycle,Metropolitian ,Snacks,9.220316822180319
10255,11178,30,4.5,0,20,20,Sunny,Jam,scooter,Metropolitian ,Skincare,7.449051156906713
10256,11179,34,4.3,1,21,21,Sandstorms,Jam,motorcycle,Metropolitian ,Snacks,12.071652559029582
10257,11180,24,3.7,3,20,20,Sunny,Jam,motorcycle,Urban ,Electronics,7.448311138215936
10258,11181,39,4.7,1,20,20,Fog,Jam,motorcycle,Metropolitian ,Snacks,17.13737798601516
10259,11182,21,4.7,3,20,21,Cloudy,Jam,motorcycle,Metropolitian ,Outdoors,12.29354192492578
10260,11183,38,4.0,1,10,10,Sandstorms,Low,motorcycle,Other,Home,1.4651400191363693
10261,11184,30,3.6,1,22,22,Stormy,Jam,scooter,Metropolitian ,Skincare,17.09875410817548
10262,11185,21,4.6,3,18,18,Fog,Medium,van,Metropolitian ,Books,13.828993309155415
10263,11187,30,4.7,5,22,22,Sandstorms,Low,scooter,Urban ,Home,7.683608397233649
10264,11188,25,4.5,4,10,11,Sandstorms,Low,motorcycle,Metropolitian ,Grocery,1.5094383155993516
10265,11189,28,4.5,4,22,22,Windy,Low,scooter,Metropolitian ,Shoes,12.256574293065658
10266,11190,28,4.7,0,23,23,Fog,Low,scooter,Metropolitian ,Clothing,20.178893713604634
10267,11191,24,4.6,0,22,22,Cloudy,Low,motorcycle,Metropolitian ,Kitchen,20.558000388188063
10268,11192,22,4.9,1,20,20,Sunny,Jam,scooter,Metropolitian ,Sports,4.589834614418373
10269,11193,23,4.6,3,15,15,Cloudy,Medium,van,Urban ,Books,6.14663364596065
10270,11194,38,4.7,5,9,9,Cloudy,Low,motorcycle,Metropolitian ,Snacks,3.1051455399287056
10271,11195,33,4.9,4,11,12,Sandstorms,High,motorcycle,Semi-Urban ,Kitchen,3.1162880555409944
10272,11197,31,4.7,1,11,11,Windy,High,van,Metropolitian ,Outdoors,3.027483634851258
10273,11198,35,5.0,4,19,19,Cloudy,Jam,motorcycle,Metropolitian ,Grocery,16.822056546203214
10274,11199,30,4.6,5,21,22,Cloudy,Jam,motorcycle,Metropolitian ,Jewelry,7.7631971453288875
10275,11200,36,4.9,1,11,11,Sunny,High,scooter,Urban ,Outdoors,2.9812178551917965
10276,11201,35,4.7,4,23,0,Sunny,Low,motorcycle,Urban ,Cosmetics,10.417030220680175
10277,11202,26,4.4,5,9,10,Sandstorms,Low,motorcycle,Metropolitian ,Toys,3.0594028768209838
10278,11203,32,4.9,0,13,13,Cloudy,High,motorcycle,Metropolitian ,Snacks,5.959357904254251
10279,11205,38,4.6,5,23,23,Sandstorms,Low,scooter,Metropolitian ,Books,7.601874226722028
10280,11206,25,4.6,2,21,21,Cloudy,Jam,motorcycle,Metropolitian ,Sports,12.434913132379245
10281,11207,20,4.4,3,20,20,Stormy,Jam,motorcycle,Metropolitian ,Skincare,7.490205511614555
10282,11208,23,4.6,6,10,10,Cloudy,Low,motorcycle,Metropolitian ,Grocery,1.5125686168842198
10283,11209,20,4.6,0,10,10,Cloudy,Low,scooter,Metropolitian ,Sports,1.5293705867132357
10284,11210,23,4.6,2,23,0,Windy,Low,scooter,Urban ,Shoes,4.544211841489953
10285,11211,31,4.5,0,22,23,Fog,Low,motorcycle,Urban ,Apparel,10.711185800959656
10286,11212,36,4.6,4,20,21,Sunny,Jam,motorcycle,Urban ,Jewelry,16.826241648658115
10287,11213,38,4.8,1,23,23,Windy,Low,motorcycle,Metropolitian ,Clothing,10.86728673513013
10288,11214,21,4.7,2,20,20,Stormy,Jam,van,Urban ,Apparel,17.077999100718277
10289,11215,31,4.0,3,21,22,Fog,Jam,scooter,Metropolitian ,Clothing,4.395412963628291
10290,11216,27,4.9,3,20,20,Stormy,Jam,motorcycle,Metropolitian ,Skincare,4.5384079078628705
10291,11217,25,5.0,6,20,20,Cloudy,Jam,motorcycle,Metropolitian ,Jewelry,13.990151177257511
10292,11218,21,4.8,6,18,19,Windy,Medium,motorcycle,Metropolitian ,Sports,16.85208641567295
10293,11219,32,4.4,1,16,16,Fog,Medium,motorcycle,Metropolitian ,Cosmetics,6.2101379656240985
10294,11220,39,4.9,2,21,21,Cloudy,Jam,van,Metropolitian ,Kitchen,16.85270156392274
10295,11221,26,4.7,1,20,20,Cloudy,Jam,motorcycle,Urban ,Shoes,4.528282400326012
10296,11222,22,5.0,5,23,0,Cloudy,Low,van,Urban ,Kitchen,12.43523852372965
10297,11223,20,4.8,2,17,18,Cloudy,Medium,scooter,Metropolitian ,Shoes,7.790125828454116
10298,11224,25,4.6,3,9,9,Cloudy,Low,scooter,Metropolitian ,Kitchen,3.1091344143312867
10299,11225,30,4.3,1,8,8,Stormy,Low,motorcycle,Metropolitian ,Books,1.5545086492841058
10300,11226,30,5.0,1,19,19,Cloudy,Jam,scooter,Urban ,Books,9.22086597503784
10301,11227,23,4.8,1,10,11,Sunny,Low,van,Urban ,Jewelry,3.0189069957366157
10302,11228,37,3.7,2,23,23,Fog,Low,scooter,Metropolitian ,Grocery,16.72141633133003
10303,11229,26,4.6,4,9,9,Fog,Low,van,Urban ,Snacks,3.0736336615831137
10304,11230,25,4.9,1,9,9,Sandstorms,Low,motorcycle,Metropolitian ,Electronics,3.1046608747206426
10305,11231,35,4.6,3,21,22,Cloudy,Jam,scooter,Metropolitian ,Kitchen,16.72238039080485
10306,11232,34,4.9,1,8,8,Sunny,Low,motorcycle,Metropolitian ,Shoes,3.0594028768209838
10307,11233,33,5.0,1,11,11,Windy,High,van,Metropolitian ,Books,1.529162766029632
10308,11235,37,3.8,0,19,19,Sandstorms,Jam,van,Metropolitian ,Kitchen,19.975520086221444
10309,11236,26,4.8,0,9,9,Fog,Low,motorcycle,Urban ,Pet Supplies,3.025377321543807
10310,11237,27,4.8,6,23,23,Sandstorms,Low,motorcycle,Urban ,Skincare,12.160999124282084
10311,11238,26,4.9,1,22,22,Sandstorms,Low,scooter,Urban ,Pet Supplies,10.565179206181444
10312,11239,22,4.8,4,21,21,Fog,Jam,motorcycle,Metropolitian ,Clothing,9.314976789360623
10313,11240,35,4.6,6,22,22,Cloudy,Low,motorcycle,Metropolitian ,Toys,9.264280986804865
10314,11242,39,4.1,2,17,17,Cloudy,Medium,scooter,Metropolitian ,Home,14.022182614282947
10315,11244,32,4.4,1,14,14,Stormy,High,motorcycle,Metropolitian ,Electronics,6.210169290102755
10316,11245,33,4.1,2,21,21,Sandstorms,Jam,motorcycle,Metropolitian ,Home,13.9707596607468
10317,11246,33,4.6,1,22,22,Sandstorms,Low,motorcycle,Metropolitian ,Clothing,9.315725653468126
10318,11247,22,4.4,4,20,21,Cloudy,Jam,motorcycle,Urban ,Skincare,20.08073723498421
10319,11248,25,4.6,3,23,23,Cloudy,Low,motorcycle,Metropolitian ,Apparel,13.789485363023294
10320,11249,33,4.6,1,17,17,Sandstorms,Medium,scooter,Metropolitian ,Electronics,4.578992412219793
10321,11250,26,4.6,4,9,9,Cloudy,Low,motorcycle,Metropolitian ,Pet Supplies,1.5606061760664074
10322,11251,31,5.0,0,22,22,Sunny,Low,scooter,Metropolitian ,Clothing,19.68841340777118
10323,11252,28,4.9,2,20,20,Stormy,Jam,motorcycle,Metropolitian ,Electronics,13.970556078644911
10324,11253,26,4.5,5,17,18,Sunny,Medium,scooter,Urban ,Electronics,17.097972349714006
10325,11254,36,4.0,2,23,23,Cloudy,Low,motorcycle,Metropolitian ,Cosmetics,12.10874543093355
10326,11255,20,5.0,5,19,20,Fog,Jam,scooter,Urban ,Sports,9.12210553959038
10327,11256,34,4.1,2,16,16,Windy,Medium,motorcycle,Urban ,Kitchen,6.210030477135088
10328,11257,38,5.0,2,23,23,Sandstorms,Low,scooter,Metropolitian ,Cosmetics,13.405971717381743
10329,11258,22,5.0,3,10,11,Stormy,Low,scooter,Metropolitian ,Home,3.109059104393369
10330,11259,37,4.2,2,19,19,Cloudy,Jam,motorcycle,Metropolitian ,Outdoors,10.279157046351159
10331,11260,39,4.3,5,21,21,Stormy,Jam,motorcycle,Metropolitian ,Skincare,17.137487720369517
10332,11261,32,5.0,0,18,18,Sunny,Medium,motorcycle,Metropolitian ,Clothing,7.7624991757103565
10333,11262,34,4.9,2,21,21,Sandstorms,Jam,motorcycle,Urban ,Clothing,4.544194013501194
10334,11263,31,4.6,4,23,23,Sunny,Low,motorcycle,Metropolitian ,Books,9.363543018983561
10335,11264,24,4.4,1,21,21,Cloudy,Jam,van,Metropolitian ,Sports,19.760080920474554
10336,11265,38,4.7,1,9,10,Fog,Low,motorcycle,Metropolitian ,Jewelry,3.1214112858280707
10337,11266,32,5.0,2,20,20,Sandstorms,Jam,motorcycle,Metropolitian ,Apparel,9.192770952683547
10338,11267,22,4.5,0,21,21,Stormy,Jam,motorcycle,Metropolitian ,Jewelry,9.349055143284817
10339,11269,22,4.7,5,15,15,Cloudy,Medium,motorcycle,Metropolitian ,Toys,6.210141144622586
10340,11270,32,4.3,3,8,8,Stormy,Low,motorcycle,Urban ,Jewelry,3.1048274856004796
10341,11271,36,4.9,1,20,20,Cloudy,Jam,motorcycle,Metropolitian ,Kitchen,9.056672984546829
10342,11272,32,5.0,4,13,14,Fog,High,scooter,Metropolitian ,Toys,5.952960450572516
10343,11273,27,4.5,6,23,23,Sandstorms,Low,scooter,Urban ,Cosmetics,12.237379473670961
10344,11274,30,4.9,0,19,20,Windy,Jam,motorcycle,Metropolitian ,Apparel,9.314044193379946
10345,11275,22,4.3,0,20,21,Windy,Jam,motorcycle,Urban ,Kitchen,17.076712975302453
10346,11276,24,4.6,4,12,13,Stormy,High,motorcycle,Metropolitian ,Sports,5.952942537915231
10347,11277,37,4.5,1,0,0,Sandstorms,Low,van,Urban ,Grocery,7.647092834675519
10348,11278,21,4.5,5,13,14,Cloudy,High,scooter,Metropolitian ,Home,6.050033592458703
10349,11280,21,4.7,6,11,11,Fog,High,scooter,Metropolitian ,Cosmetics,1.4687537191562712
10350,11281,21,4.9,3,11,12,Fog,High,motorcycle,Metropolitian ,Electronics,3.0253210909321173
10351,11283,35,3.5,5,19,19,Windy,Jam,motorcycle,Metropolitian ,Kitchen,13.973182653917394
10352,11285,38,5.0,4,10,10,Cloudy,Low,scooter,Metropolitian ,Cosmetics,2.9962078010132496
10353,11286,39,4.1,1,18,18,Sandstorms,Medium,scooter,Metropolitian ,Jewelry,4.657195393807058
10354,11287,34,4.7,1,22,23,Sandstorms,Low,scooter,Metropolitian ,Grocery,7.659687719505771
10355,11288,22,4.6,1,19,19,Cloudy,Jam,motorcycle,Metropolitian ,Skincare,4.587794632025183
10356,11289,34,5.0,4,23,23,Windy,Low,scooter,Metropolitian ,Grocery,16.721976048741215
10357,11290,35,4.9,3,18,19,Sunny,Medium,van,Metropolitian ,Clothing,20.177742451194362
10358,11291,35,4.1,5,22,22,Fog,Jam,motorcycle,Metropolitian ,Sports,9.12201685083382
10359,11292,30,4.7,1,15,15,Fog,Medium,motorcycle,Metropolitian ,Sports,6.208989450210038
10360,11293,30,4.9,5,19,19,Windy,Jam,scooter,Metropolitian ,Shoes,10.709308833621588
10361,11294,28,4.7,2,19,19,Cloudy,Medium,scooter,Metropolitian ,Snacks,12.419794286435744
10362,11295,31,5.0,4,23,0,Stormy,Low,motorcycle,Urban ,Kitchen,20.180908601250216
10363,11296,23,4.9,0,9,9,Sunny,Low,scooter,Metropolitian ,Sports,1.5524064590051572
10364,11297,22,4.0,2,18,18,Sandstorms,Medium,motorcycle,Metropolitian ,Toys,16.381598593369365
10365,11299,27,4.6,4,22,22,Sunny,Low,motorcycle,Metropolitian ,Cosmetics,20.17900385808542
10366,11300,32,4.3,3,8,8,Stormy,Low,motorcycle,Metropolitian ,Pet Supplies,1.4906380442411205
